root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5ac5ef7100       1          24 Microsoft.EntityFrameworkCore.Infrastructure.RuntimeAnnotatableBase+<>c__22<System.Func<System.Data.Common.DbDataReader, System.Int32, System.Object>, System.ValueTuple<Microsoft.EntityFrameworkCore.Metadata.IProperty, System.Boolean>>
7a5ac5ef80d0       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StoreGeneratedValuesFactoryFactory
7a5ac5ddfee0       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.SidecarValuesFactoryFactory
7a5ac5efd318       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Object, System.Object, System.Object, System.Object>+<>c
7a5ac5f112d0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.AccountingDocument, System.Int32>
7a5ac5f14820       1          24 Microsoft.EntityFrameworkCore.Internal.EntityFinderSource+<>c__2<ForexExchange.Models.Currency>
7a5ac5f14aa0       1          24 Microsoft.EntityFrameworkCore.Internal.EntityFinder<ForexExchange.Models.Currency>+<>c
7a5ac5f15e80       1          24 System.Diagnostics.StackTraceSymbols
7a5ac5f1add8       1          24 System.Collections.Immutable.ImmutableArray<System.Reflection.PortableExecutable.DebugDirectoryEntry>
7a5ac5f1d128       1          24 System.Reflection.PortableExecutable.DebugDirectoryEntry[]
7a5ac5f1d478       1          24 System.Reflection.PortableExecutable.PEReader+<>c
7a5ac5f92820       1          24 System.Collections.Immutable.ImmutableArray<System.Byte>
7a5ac5f96ce0       1          24 System.Reflection.Internal.PooledStringBuilder+<>c__DisplayClass8_0
7a5ac5f98f78       1          24 Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.AccountingDocument>+<>c
7a5ac5f9a268       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.AccountingDocument>>
7a5ac5f9b360       1          24 Microsoft.EntityFrameworkCore.Internal.QueryableExtensions+<>c
7a5ac5fb6ef0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.AccountingDocument>+AsyncEnumerator+<>c
7a5ac20e7590       1          24 AspNetCoreGeneratedDocument.Views_AccountingDocuments_Details+<>c
7a5abf056430       1          24 Microsoft.AspNetCore.Mvc.Infrastructure.FileContentResultExecutor
7a5ac5fc0428       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.Infrastructure.FileContentResultExecutor>
7a5ac6310000       1          24 System.Collections.Generic.ArraySortHelper<Microsoft.EntityFrameworkCore.Update.IReadOnlyModificationCommand>
7a5ac6316550       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.CurrencyPoolHistory, System.Int64>
7a5ac21a9038       1          24 ForexExchange.Controllers.CustomerFinancialHistoryController+<>c
7a5ac7250f60       1          24 ForexExchange.Models.FinancialTransactionItem[]
7a5ac6339070       1          24 System.Linq.Enumerable+EnumerableSorter<System.ValueTuple<System.Int32, System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String>>+<>c
7a5ac633dd38       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int64, System.Int32>+<>c
7a5ac16a0628       1          24 System.WeakReference<Microsoft.Data.Sqlite.SqliteCommand>
7a5ac227ba30       1          24 Microsoft.Data.Sqlite.SqliteParameterCollection
7a5ac64a0520       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.Order>>
7a5ac64abfc0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.AccountingDocument>>
7a5ac634e8e8       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.BankAccountBalanceHistory, System.Int64>
7a5ac6461290       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.CustomerBalance>>
7a5ac64622a8       1          24 Microsoft.EntityFrameworkCore.EnumerableMethods+<>c
7a5ac646b128       1          24 System.Collections.Generic.GenericEqualityComparer<System.ValueTuple<System.String, System.String>>
7a5ac634f110       1          24 Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.BankAccountBalance>+<>c
7a5ac634fcc8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.BankAccountBalance>>
7a5ac6361760       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.BankAccountBalance>+AsyncEnumerator+<>c
7a5ac63662d0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType224<System.Int32, System.DateTime, System.String, System.Decimal, System.String, System.String, ForexExchange.Models.PayerType, System.Nullable<System.Int32>, ForexExchange.Models.ReceiverType, System.Nullable<System.Int32>>>>
7a5ac6367910       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType224<System.Int32, System.DateTime, System.String, System.Decimal, System.String, System.String, ForexExchange.Models.PayerType, System.Nullable<System.Int32>, ForexExchange.Models.ReceiverType, System.Nullable<System.Int32>>>+AsyncEnumerator+<>c
7a5ac6369548       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType225<System.Int32, System.Int32, System.DateTime, System.Decimal, System.Decimal, System.String, System.String, System.String>>>
7a5ac636b030       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType225<System.Int32, System.Int32, System.DateTime, System.Decimal, System.Decimal, System.String, System.String, System.String>>+AsyncEnumerator+<>c
7a5ac636f7b8       1          24 System.Collections.Generic.ObjectEqualityComparer<<>f__AnonymousType131<System.Int32, System.String>>
7a5ac6372458       1          24 System.Linq.Enumerable+EnumerableSorter<<>f__AnonymousType226<System.Int32, System.String, System.DateTime, System.String, System.String, System.Nullable<System.Int32>, System.Decimal, System.String>>+<>c
7a5ac64786c0       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<System.Collections.Generic.IEnumerable<System.Int32>, System.String>+<>c
7a5ac6479060       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<System.Collections.Generic.IEnumerable<System.Int32>, System.String>+<>c__DisplayClass7_0<System.Collections.Generic.IEnumerable<System.Int32>, System.String>
7a5ac64aaae8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.Order>+AsyncEnumerator+<>c
7a5ac637c510       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.CustomerBalanceHistory, System.Int64>
7a5ac34667d8       1          24 Microsoft.EntityFrameworkCore.Storage.ParameterNameGenerator
7a5ac76c4e88       1          24 System.Collections.Generic.ObjectEqualityComparer<System.Diagnostics.Tracing.CounterGroup>
7a5ac76c5ac8       1          24 System.Collections.Generic.ObjectEqualityComparer<System.Diagnostics.Metrics.MeterListener>
7a5ac6cfa870       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.Order>>
7a5ac6dff190       1          24 System.Buffers.SharedArrayPool<System.Net.Http.HttpConnection>+<>c
7a5ac6e022f0       1          24 System.Net.Http.HttpConnectionBase[]
7a5ac6e038e8       1          24 System.Collections.Generic.GenericEqualityComparer<System.Net.Http.HttpConnectionPoolManager+HttpConnectionKey>
7a5ac6e0c278       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.Currency>>
7a5ac6e105a8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.Customer>>
7a5ac6f4f7b8       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterizedConstructorDelegate<<>f__AnonymousType199<System.Int32, System.Int32, System.DateTime>, System.Int32, System.Int32, System.DateTime, System.Object>>
7a5ac7171120       1          24 System.Collections.Generic.GenericEqualityComparer<Interop+OpenSsl+SslContextCacheKey>
7a5ac71715f8       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.RedirectToActionResult>
7a5ac7174888       1          24 Newtonsoft.Json.Bson.BsonProperty[]
7a5ac71c7038       1          24 Newtonsoft.Json.Bson.BsonDataReader+ContainerContext[]
7a5ac647f6a0       1          24 Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions+IncludableQueryable<ForexExchange.Models.Order, ForexExchange.Models.Customer>
7a5ac6e6a100       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.ExprProperty+<>c
7a5ac6514f98       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.OrdersController>
7a5ac65150e8       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Services.OrderDataService>
7a5ac6518ce8       1          24 <>f__AnonymousType42<System.Int32, System.String, System.String, System.Int32, System.Int32>[]
7a5ac6519838       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType42<System.Int32, System.String, System.String, System.Int32, System.Int32>>>
7a5ac651af28       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType42<System.Int32, System.String, System.String, System.Int32, System.Int32>>+AsyncEnumerator+<>c
7a5ac21b5110       1          24 ForexExchange.Controllers.OrdersController+<>c
7a5ac6530930       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IEnumerable<Microsoft.AspNetCore.Mvc.Rendering.SelectListItem>>
7a5ac33a0fc0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SqlExpressionSimplifyingExpressionVisitor+<>c
7a5ac6534238       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<Microsoft.AspNetCore.Mvc.Rendering.SelectListItem>+Enumerator+<>c
7a5ac2110900       1          24 AspNetCoreGeneratedDocument.Views_Orders_Create+<>c
7a5ac6570ee8       1          24 System.Text.Json.Serialization.Metadata.JsonTypeInfo<System.Collections.Generic.Dictionary<System.Int32, <>f__AnonymousType43<System.String, System.String, System.Int32>>>+<>c__DisplayClass34_0
7a5ac65722e0       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Int32>>
7a5ac65735d8       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterizedConstructorDelegate<<>f__AnonymousType43<System.String, System.String, System.Int32>, System.String, System.String, System.Int32, System.Object>>
7a5ac65c4e18       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.Currency>>
7a5ac65c6058       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.Currency>+AsyncEnumerator+<>c
7a5ac65c99e0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.CurrencyPool>>
7a5ac65e43f8       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32, System.Nullable<System.Int32>, System.Int32, System.Int32, System.Int32>+<>c
7a5ac65e4d40       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Nullable<System.Int32>>+<>c
7a5ac66013b8       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32, System.Nullable<System.Int32>, System.Int32, System.Int32, System.Int32, System.Object, System.Object, System.Object>+<>c
7a5ac66020a0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.Order, System.Int32>
7a5ac6607c48       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.Order, ForexExchange.Models.Customer>
7a5ac6609a58       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Decimal>>
7a5ac660a900       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object[], <>f__AnonymousType197<System.Int32, System.Int32, System.Int32, System.Int32, System.Decimal, System.Decimal, System.Decimal>>>
7a5ac660c648       1          24 Microsoft.AspNetCore.Http.DefaultConnectionInfo+<>c
7a5ac660e278       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32>+<>c
7a5ac6889f90       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.AdminActivityType, System.Int32>+<>c
7a5ac688a748       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.AdminActivityType, System.Int32>+<>c__DisplayClass7_0<ForexExchange.Models.AdminActivityType, System.Int32>
7a5ac688b028       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.AdminActivity, System.Int32>
7a5ac2177058       1          24 ForexExchange.Services.Notifications.NotificationHub+<>c
7a5ac5860498       1          24 System.Threading.Tasks.Task[]
7a5ac68904f0       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, <>f__AnonymousType229<System.String, System.String, System.String, System.DateTime, System.String, System.Collections.Generic.Dictionary<System.String, System.Object>, ForexExchange.Services.Notifications.RelatedEntity>>>
7a5ac6890da8       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object[], <>f__AnonymousType59<System.String, System.String, System.String, System.String, System.String, <>f__AnonymousType229<System.String, System.String, System.String, System.DateTime, System.String, System.Collections.Generic.Dictionary<System.String, System.Object>, ForexExchange.Services.Notifications.RelatedEntity>>>>
7a5ac6892518       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.DateTime>>
7a5ac6893668       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.Collections.Generic.Dictionary<System.String, System.Object>>>
7a5ac68941c8       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, ForexExchange.Services.Notifications.RelatedEntity>>
7a5ac6896698       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object[], <>f__AnonymousType229<System.String, System.String, System.String, System.DateTime, System.String, System.Collections.Generic.Dictionary<System.String, System.Object>, ForexExchange.Services.Notifications.RelatedEntity>>>
